Código Depto ;Departamento;Código Mun ;Nombre;Tipo;LATITUD;LONGITUD;ZONA ROJA; POBLACION 
54;NORTE DE SANTANDER;54223;CUCUTILLA;Municipio;7,502182366;-72,79703447;; 7.363 
54;NORTE DE SANTANDER;54239;DURANIA;Municipio;7,746993206;-72,67208072;; 3.637 
54;NORTE DE SANTANDER;54245;EL CARMEN;Municipio;8,867990035;-73,34585922;CATATUMBO; 12.933 
54;NORTE DE SANTANDER;54250;EL TARRA;Municipio;8,678263671;-73,0317597;CATATUMBO; 11.075 
54;NORTE DE SANTANDER;54261;EL ZULIA;Municipio;8,081200092;-72,63152118;; 24.186 
54;NORTE DE SANTANDER;54313;GRAMALOTE;Municipio;7,906522991;-72,80705582;; 5.240 
54;NORTE DE SANTANDER;54344;HACARÍ;Municipio;8,361831987;-73,0782633;CATATUMBO; 11.006 
54;NORTE DE SANTANDER;54347;HERRÁN;Municipio;7,493955781;-72,49269998;; 3.828 
54;NORTE DE SANTANDER;54377;LABATECA;Municipio;7,218372474;-72,48281514;; 5.926 
54;NORTE DE SANTANDER;54385;LA ESPERANZA;Municipio;7,695233593;-73,36139672;; 12.609 
54;NORTE DE SANTANDER;54398;LA PLAYA;Municipio;8,256757875;-73,18789327;CATATUMBO; 8.567 
54;NORTE DE SANTANDER;54405;LOS PATIOS;Municipio;7,742291094;-72,52680784;; 81.122 
54;NORTE DE SANTANDER;54418;LOURDES;Municipio;7,963712759;-72,8467029;; 3.347 
54;NORTE DE SANTANDER;54480;MUTISCUA;Municipio;7,31694997;-72,76834584;; 3.693 
54;NORTE DE SANTANDER;54498;OCAÑA;Municipio;8,206637527;-73,33765033;CATATUMBO; 101.820 
54;NORTE DE SANTANDER;54518;PAMPLONA;Municipio;7,379057623;-72,67590348;; 59.334 
54;NORTE DE SANTANDER;54520;PAMPLONITA;Municipio;7,48287886;-72,63515401;; 4.996 
54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;Municipio;8,329138642;-72,41119066;; 11.092 
54;NORTE DE SANTANDER;54599;RAGONVALIA;Municipio;7,595355974;-72,50756622;; 6.916 
54;NORTE DE SANTANDER;54660;SALAZAR;Municipio;7,772747824;-72,86769959;; 8.806 
54;NORTE DE SANTANDER;54670;SAN CALIXTO;Municipio;8,414441404;-73,2176038;CATATUMBO; 14.146 
54;NORTE DE SANTANDER;54673;SAN CAYETANO;Municipio;7,847872195;-72,60971203;; 5.971 
54;NORTE DE SANTANDER;54680;SANTIAGO;Municipio;7,889234454;-72,7182541;; 2.901 
54;NORTE DE SANTANDER;54720;SARDINATA;Municipio;8,215080767;-72,79580961;CATATUMBO; 22.570 
54;NORTE DE SANTANDER;54743;SILOS;Municipio;7,180991879;-72,78617884;; 4.050 
54;NORTE DE SANTANDER;54800;TEORAMA;Municipio;8,760013794;-73,15714097;CATATUMBO; 23.864 
54;NORTE DE SANTANDER;54810;TIBÚ;Municipio;8,713507237;-72,79925855;CATATUMBO; 37.455 
54;NORTE DE SANTANDER;54820;TOLEDO;Municipio;7,225864961;-72,30593418;; 17.290 
54;NORTE DE SANTANDER;54871;VILLA CARO;Municipio;7,936293173;-72,98759418;; 5.249 
54;NORTE DE SANTANDER;54874;VILLA DEL ROSARIO;Municipio;7,718635863;-72,48361176;; 99.113 
63;QUINDÍO;63001;ARMENIA;Municipio;4,499501128;-75,72489985;; 304.218 
63;QUINDÍO;63111;BUENAVISTA;Municipio;4,366632382;-75,74403734;; 2.703 
63;QUINDÍO;63130;CALARCÁ;Municipio;4,467879428;-75,65674719;; 79.569 
63;QUINDÍO;63190;CIRCASIA;Municipio;4,604845344;-75,66688449;; 31.166 
63;QUINDÍO;63212;CÓRDOBA;Municipio;4,395975176;-75,65132308;; 5.238 
63;QUINDÍO;63272;FILANDIA;Municipio;4,669325347;-75,67146941;; 13.676 
63;QUINDÍO;63302;GÉNOVA;Municipio;4,180107773;-75,76056695;; 7.215 
63;QUINDÍO;63401;LA TEBAIDA;Municipio;4,426884849;-75,81927335;; 47.412 
63;QUINDÍO;63470;MONTENEGRO;Municipio;4,521890945;-75,81806594;; 41.996 
63;QUINDÍO;63548;PIJAO;Municipio;4,30397934;-75,68330417;; 5.893 
63;QUINDÍO;63594;QUIMBAYA;Municipio;4,610273497;-75,79205087;; 35.350 
63;QUINDÍO;63690;SALENTO;Municipio;4,611314654;-75,53092112;; 7.098 
66;RISARALDA;66001;PEREIRA;Municipio;4,803662773;-75,79579093;; 481.129 
66;RISARALDA;66045;APÍA;Municipio;5,139635357;-75,95353871;; 19.721 
66;RISARALDA;66075;BALBOA;Municipio;4,918349676;-75,94275386;; 6.330 
66;RISARALDA;66088;BELÉN DE UMBRÍA;Municipio;5,200398696;-75,86793893;; 27.724 
66;RISARALDA;66170;DOSQUEBRADAS;Municipio;4,842021144;-75,66993655;; 208.646 
66;RISARALDA;66318;GUÁTICA;Municipio;5,320295966;-75,80436659;; 15.079 
66;RISARALDA;66383;LA CELIA;Municipio;4,988127679;-76,00822678;; 8.509 
66;RISARALDA;66400;LA VIRGINIA;Municipio;4,904704187;-75,85208162;; 32.403 
66;RISARALDA;66440;MARSELLA;Municipio;4,942936185;-75,7532139;; 24.342 
66;RISARALDA;66456;MISTRATÓ;Municipio;5,414078141;-75,96135387;; 16.904 
66;RISARALDA;66572;PUEBLO RICO;Municipio;5,286295408;-76,07359421;; 14.194 
66;RISARALDA;66594;QUINCHÍA;Municipio;5,323906864;-75,71339683;; 34.069 
66;RISARALDA;66682;SANTA ROSA DE CABAL;Municipio;4,833789828;-75,54950174;; 73.231 
66;RISARALDA;66687;SANTUARIO;Municipio;5,076100313;-76,02286946;; 15.901 
68;SANTANDER;68001;BUCARAMANGA;Municipio;7,155833544;-73,11156997;; 528.572 
68;SANTANDER;68013;AGUADA;Municipio;6,182208476;-73,53038541;; 1.729 
68;SANTANDER;68020;ALBANIA;Municipio;5,788190519;-73,79236929;; 5.419 
68;SANTANDER;68051;ARATOCA;Municipio;6,716766585;-73,01162697;; 8.257 
68;SANTANDER;68077;BARBOSA;Municipio;5,955617327;-73,62345229;; 29.817 
68;SANTANDER;68079;BARICHARA;Municipio;6,647062543;-73,21518466;; 6.959 
68;SANTANDER;68081;BARRANCABERMEJA;Municipio;7,054074558;-73,78211646;; 191.144 
68;SANTANDER;68092;BETULIA;Municipio;7,033255886;-73,37872388;; 4.987 
68;SANTANDER;68101;BOLÍVAR;Municipio;6,181715586;-73,92065703;; 11.650 
68;SANTANDER;68121;CABRERA;Municipio;6,562543673;-73,25034892;; 2.492 
68;SANTANDER;68132;CALIFORNIA;Municipio;7,331565443;-72,95131825;; 2.078 
68;SANTANDER;68147;CAPITANEJO;Municipio;6,520200095;-72,67435203;; 5.324 
68;SANTANDER;68152;CARCASÍ;Municipio;6,659675274;-72,56968434;; 4.907 
68;SANTANDER;68160;CEPITÁ;Municipio;6,752465533;-72,92924629;; 1.791 
68;SANTANDER;68162;CERRITO;Municipio;6,903923173;-72,64536324;; 5.417 
68;SANTANDER;68167;CHARALÁ;Municipio;6,35099819;-73,06101382;; 10.128 
68;SANTANDER;68169;CHARTA;Municipio;7,282973001;-72,97829057;; 2.475 
68;SANTANDER;68176;CHIMA;Municipio;6,361627641;-73,40172144;; 2.980 
68;SANTANDER;68179;CHIPATÁ;Municipio;6,067944658;-73,63239132;; 5.042 
68;SANTANDER;68190;CIMITARRA;Municipio;6,40972961;-74,17030427;; 50.892 
68;SANTANDER;68207;CONCEPCIÓN;Municipio;6,76062337;-72,61815735;; 4.985 
68;SANTANDER;68209;CONFINES;Municipio;6,342314443;-73,25014013;; 2.692 
68;SANTANDER;68211;CONTRATACIÓN;Municipio;6,303116611;-73,50211527;; 3.265 
68;SANTANDER;68217;COROMORO;Municipio;6,234735779;-72,98176803;; 7.683 
68;SANTANDER;68229;CURITÍ;Municipio;6,608966483;-73,05897888;; 12.104 
68;SANTANDER;68235;EL CARMEN DE CHUCURÍ;Municipio;6,664260002;-73,56475288;; 21.050 
68;SANTANDER;68245;EL GUACAMAYO;Municipio;6,236115743;-73,4977605;; 1.867 
68;SANTANDER;68250;EL PEÑÓN;Municipio;6,123389691;-74,00040397;; 4.974 
68;SANTANDER;68255;EL PLAYÓN;Municipio;7,524284721;-73,18158192;; 11.115 
68;SANTANDER;68264;ENCINO;Municipio;6,079061224;-73,06206665;; 2.404 
68;SANTANDER;68266;ENCISO;Municipio;6,65824115;-72,68027939;; 3.024 
68;SANTANDER;68271;FLORIÁN;Municipio;5,801106291;-73,95524931;; 6.259 
68;SANTANDER;68276;FLORIDABLANCA;Municipio;7,079704598;-73,0679925;; 267.936 
68;SANTANDER;68296;GALÁN;Municipio;6,671810994;-73,32467124;; 2.034 
68;SANTANDER;68298;GÁMBITA;Municipio;5,924383558;-73,31939934;; 5.044 
68;SANTANDER;68307;GIRÓN;Municipio;6,976734127;-73,205267;; 206.005 
68;SANTANDER;68318;GUACA;Municipio;6,9434341;-72,82369873;; 6.174 
68;SANTANDER;68320;GUADALUPE;Municipio;6,233278248;-73,40977445;; 4.379 
68;SANTANDER;68322;GUAPOTÁ;Municipio;6,319299865;-73,33115275;; 2.084 
68;SANTANDER;68324;GUAVATÁ;Municipio;5,944894844;-73,72173671;; 3.383 
68;SANTANDER;68327;GÜEPSA;Municipio;6,04656148;-73,57847854;; 3.661 
68;SANTANDER;68344;HATO;Municipio;6,559878299;-73,36178841;; 2.310 
68;SANTANDER;68368;JESÚS MARÍA;Municipio;5,872705896;-73,78997419;; 2.992 
68;SANTANDER;68370;JORDÁN;Municipio;6,710814846;-73,1211236;; 1.077 
68;SANTANDER;68377;LA BELLEZA;Municipio;5,895724341;-74,04676575;; 8.594 
68;SANTANDER;68385;LANDÁZURI;Municipio;6,385234814;-73,78760899;; 15.475 
68;SANTANDER;68397;LA PAZ;Municipio;6,21737437;-73,62977195;; 4.938 
68;SANTANDER;68406;LEBRIJA;Municipio;7,204060063;-73,29138097;; 42.895 
68;SANTANDER;68418;LOS SANTOS;Municipio;6,812162934;-73,10785086;; 12.772 
68;SANTANDER;68425;MACARAVITA;Municipio;6,513745303;-72,58536492;; 2.201 
68;SANTANDER;68432;MÁLAGA;Municipio;6,720222349;-72,73841091;; 18.189 
68;SANTANDER;68444;MATANZA;Municipio;7,348778319;-73,05438997;; 5.041 
68;SANTANDER;68464;MOGOTES;Municipio;6,492532315;-72,95834772;; 10.852 
68;SANTANDER;68468;MOLAGAVITA;Municipio;6,643290559;-72,81916274;; 4.936 
68;SANTANDER;68498;OCAMONTE;Municipio;6,355368858;-73,12211833;; 4.660 
68;SANTANDER;68500;OIBA;Municipio;6,225596216;-73,27961515;; 12.148 
68;SANTANDER;68502;ONZAGA;Municipio;6,335194548;-72,81205838;; 4.791 
68;SANTANDER;68522;PALMAR;Municipio;6,525876964;-73,28247337;; 3.565 
68;SANTANDER;68524;PALMAS DEL SOCORRO;Municipio;6,391750107;-73,28273174;; 2.155 
68;SANTANDER;68533;PÁRAMO;Municipio;6,416631131;-73,17148232;; 4.342 
68;SANTANDER;68547;PIEDECUESTA;Municipio;6,97082104;-73,01481196;; 166.971 
68;SANTANDER;68549;PINCHOTE;Municipio;6,513892626;-73,17570986;; 5.635 
68;SANTANDER;68572;PUENTE NACIONAL;Municipio;5,831129906;-73,67841815;; 11.539 
68;SANTANDER;68573;PUERTO PARRA;Municipio;6,685278856;-73,95761256;; 8.133 
68;SANTANDER;68575;PUERTO WILCHES;Municipio;7,398198257;-73,8354696;; 31.509 
68;SANTANDER;68615;RIONEGRO;Municipio;7,474226085;-73,37246417;; 26.025 
68;SANTANDER;68655;SABANA DE TORRES;Municipio;7,4065422;-73,57131807;; 17.772 
68;SANTANDER;68669;SAN ANDRÉS;Municipio;6,796483063;-72,81613202;; 7.986 
68;SANTANDER;68673;SAN BENITO;Municipio;6,076525355;-73,55295302;; 4.034 
68;SANTANDER;68679;SAN GIL;Municipio;6,550778765;-73,11887911;; 46.152 
68;SANTANDER;68682;SAN JOAQUÍN;Municipio;6,459879823;-72,85471883;; 2.293 
68;SANTANDER;68684;SAN JOSÉ DE MIRANDA;Municipio;6,629400185;-72,73976423;; 4.128 
68;SANTANDER;68686;SAN MIGUEL;Municipio;6,568121541;-72,64322497;; 2.235 
68;SANTANDER;68689;SAN VICENTE DE CHUCURÍ;Municipio;6,894292346;-73,53900334;; 35.232 
68;SANTANDER;68705;SANTA BÁRBARA;Municipio;6,988084711;-72,89608933;; 2.052 
68;SANTANDER;68720;SANTA HELENA DEL OPÓN;Municipio;6,40890734;-73,58206609;; 4.238 
68;SANTANDER;68745;SIMACOTA;Municipio;6,494231551;-73,45910992;; 7.297 
68;SANTANDER;68755;SOCORRO;Municipio;6,462088241;-73,24436001;; 31.231 
68;SANTANDER;68770;SUAITA;Municipio;6,101499739;-73,36225795;; 9.943 
68;SANTANDER;68773;SUCRE;Municipio;5,983203734;-73,95936235;; 8.020 
68;SANTANDER;68780;SURATÁ;Municipio;7,475402063;-72,98779966;; 3.125 
68;SANTANDER;68820;TONA;Municipio;7,170891099;-72,93970443;; 7.276 
68;SANTANDER;68855;VALLE DE SAN JOSÉ;Municipio;6,434578919;-73,10997171;; 4.391 
68;SANTANDER;68861;VÉLEZ;Municipio;6,00741043;-73,69057256;; 18.746 
68;SANTANDER;68867;VETAS;Municipio;7,322219563;-72,88156901;; 2.485 
68;SANTANDER;68872;VILLANUEVA;Municipio;6,685867326;-73,16396916;; 5.335 
68;SANTANDER;68895;ZAPATOCA;Municipio;6,813725566;-73,30975044;; 8.710 
70;SUCRE;70001;SINCELEJO;Municipio;9,316673928;-75,43174967;; 294.599 
70;SUCRE;70110;BUENAVISTA;Municipio;9,314972282;-74,98014057;; 9.884 
70;SUCRE;70124;CAIMITO;Municipio;8,792311599;-75,13191063;; 12.656 
70;SUCRE;70204;COLOSÓ;Municipio;9,494043427;-75,34528693;MONTES DE MARIA; 5.660 
70;SUCRE;70215;COROZAL;Municipio;9,160624283;-75,23858178;; 64.497 
70;SUCRE;70221;COVEÑAS;Municipio;9,394449802;-75,6574915;; 14.825 
70;SUCRE;70230;CHALÁN;Municipio;9,569584598;-75,32420908;MONTES DE MARIA; 4.431 
70;SUCRE;70233;EL ROBLE;Municipio;9,036231591;-75,14575038;; 11.176 
70;SUCRE;70235;GALERAS;Municipio;9,135169096;-74,98134706;; 21.905 
70;SUCRE;70265;GUARANDA;Municipio;8,337828523;-74,68734926;; 18.608 
70;SUCRE;70400;LA UNIÓN;Municipio;8,811997799;-75,28322212;; 11.669 
70;SUCRE;70418;LOS PALMITOS;Municipio;9,422380117;-75,21302191;MONTES DE MARIA; 19.194 
70;SUCRE;70429;MAJAGUAL;Municipio;8,546148134;-74,71037883;; 34.205 
70;SUCRE;70473;MORROA;Municipio;9,392496685;-75,32718744;MONTES DE MARIA; 15.282 
70;SUCRE;70508;OVEJAS;Municipio;9,549655271;-75,18855916;MONTES DE MARIA; 20.806 
70;SUCRE;70523;PALMITO;Municipio;9,334940293;-75,56199027;; 15.081 
70;SUCRE;70670;SAMPUÉS;Municipio;9,165188649;-75,36027422;; 38.631 
70;SUCRE;70678;SAN BENITO ABAD;Municipio;8,835634919;-74,96469398;; 26.904 
70;SUCRE;70702;SAN JUAN DE BETULIA;Municipio;9,292019071;-75,21363579;; 12.607 
70;SUCRE;70708;SAN MARCOS;Municipio;8,589220102;-75,17249955;; 60.735 
70;SUCRE;70713;SAN ONOFRE;Municipio;9,814599536;-75,50522919;; 52.463 
70;SUCRE;70717;SAN PEDRO;Municipio;9,396835638;-75,03741815;; 15.832 
70;SUCRE;70742;SAN LUIS DE SINCÉ;Municipio;9,256299047;-75,09397089;; 35.374 
70;SUCRE;70771;SUCRE;Municipio;8,814333477;-74,74753131;; 22.514 
70;SUCRE;70820;SANTIAGO DE TOLÚ;Municipio;9,533810567;-75,53543469;; 36.304 
70;SUCRE;70823;SAN JOSÉ DE TOLUVIEJO;Municipio;9,490297716;-75,44451115;MONTES DE MARIA; 18.892 
73;TOLIMA;73001;IBAGUÉ;Municipio;4,451921427;-75,252591;; 579.803 
73;TOLIMA;73024;ALPUJARRA;Municipio;3,390015064;-74,94078233;; 4.917 
73;TOLIMA;73026;ALVARADO;Municipio;4,582625784;-74,98630686;; 8.732 
73;TOLIMA;73030;AMBALEMA;Municipio;4,803365246;-74,80998676;; 6.435 
73;TOLIMA;73043;ANZOÁTEGUI;Municipio;4,623390454;-75,20165423;; 19.492 
73;TOLIMA;73055;ARMERO;Municipio;5,006758956;-74,84750095;; 11.377 
73;TOLIMA;73067;ATACO;Municipio;3,37749064;-75,61373257;; 22.891 
73;TOLIMA;73124;CAJAMARCA;Municipio;4,406971283;-75,49745918;; 19.580 
73;TOLIMA;73148;CARMEN DE APICALÁ;Municipio;4,123416795;-74,74700246;; 9.000 
73;TOLIMA;73152;CASABIANCA;Municipio;5,007003948;-75,19457703;; 6.550 
73;TOLIMA;73168;CHAPARRAL;Municipio;3,743693084;-75,58986634;; 47.442 
73;TOLIMA;73200;COELLO;Municipio;4,315603867;-74,91470256;; 10.120 
73;TOLIMA;73217;COYAIMA;Municipio;3,775490271;-75,14720213;; 28.481 
73;TOLIMA;73226;CUNDAY;Municipio;3,98252395;-74,68936908;; 9.278 
73;TOLIMA;73236;DOLORES;Municipio;3,597863274;-74,80256674;; 7.643 
73;TOLIMA;73268;ESPINAL;Municipio;4,166476969;-74,89352941;; 75.692 
73;TOLIMA;73270;FALAN;Municipio;5,079256598;-74,95703372;; 9.180 
73;TOLIMA;73275;FLANDES;Municipio;4,242813257;-74,83708638;; 29.550 
73;TOLIMA;73283;FRESNO;Municipio;5,186694812;-75,05228995;; 29.663 
73;TOLIMA;73319;GUAMO;Municipio;4,076501341;-74,97657287;; 31.089 
73;TOLIMA;73347;HERVEO;Municipio;5,068553783;-75,24322959;; 7.594 
73;TOLIMA;73349;HONDA;Municipio;5,179416561;-74,78303094;; 23.590 
73;TOLIMA;73352;ICONONZO;Municipio;4,133276369;-74,53964257;; 10.500 
73;TOLIMA;73408;LÉRIDA;Municipio;4,866034592;-74,92337178;; 16.624 
73;TOLIMA;73411;LÍBANO;Municipio;4,877936755;-75,04763076;; 39.459 
73;TOLIMA;73443;SAN SEBASTIÁN DE MARIQUITA;Municipio;5,235322593;-74,90668089;; 33.348 
73;TOLIMA;73449;MELGAR;Municipio;4,193215498;-74,60517497;; 37.523 
73;TOLIMA;73461;MURILLO;Municipio;4,826734468;-75,21993987;; 4.974 
73;TOLIMA;73483;NATAGAIMA;Municipio;3,540518203;-75,12200999;; 22.255 
73;TOLIMA;73504;ORTEGA;Municipio;3,937793962;-75,27824314;; 32.078 
73;TOLIMA;73520;PALOCABILDO;Municipio;5,094035737;-75,0184505;; 9.008 
73;TOLIMA;73547;PIEDRAS;Municipio;4,433764446;-74,99879938;; 5.725 
73;TOLIMA;73555;PLANADAS;Municipio;3,09897343;-75,81684413;; 30.165 
73;TOLIMA;73563;PRADO;Municipio;3,729166649;-74,87247706;; 7.338 
73;TOLIMA;73585;PURIFICACIÓN;Municipio;3,854281614;-74,87451155;; 29.893 
73;TOLIMA;73616;RIOBLANCO;Municipio;3,468077548;-75,85481103;; 24.039 
73;TOLIMA;73622;RONCESVALLES;Municipio;4,097861181;-75,59428027;; 6.373 
73;TOLIMA;73624;ROVIRA;Municipio;4,216730954;-75,34758364;; 20.164 
73;TOLIMA;73671;SALDAÑA;Municipio;3,912542787;-75,01859762;; 14.111 
73;TOLIMA;73675;SAN ANTONIO;Municipio;3,926088268;-75,50991004;; 13.974 
73;TOLIMA;73678;SAN LUIS;Municipio;4,057271684;-75,16320806;; 19.105 
73;TOLIMA;73686;SANTA ISABEL;Municipio;4,740827622;-75,20069946;; 6.273 
73;TOLIMA;73770;SUÁREZ;Municipio;3,969210629;-74,84448738;; 4.558 
73;TOLIMA;73854;VALLE DE SAN JUAN;Municipio;4,182125647;-75,17148237;; 6.443 
73;TOLIMA;73861;VENADILLO;Municipio;4,70988172;-74,92089886;; 19.872 
73;TOLIMA;73870;VILLAHERMOSA;Municipio;4,965753461;-75,15592969;; 10.409 
73;TOLIMA;73873;VILLARRICA;Municipio;3,854384097;-74,61896623;; 5.113 
76;VALLE DEL CAUCA;76001;SANTIAGO DE CALI;Municipio;3,399043723;-76,57649259;; 2.496.346 
76;VALLE DEL CAUCA;76020;ALCALÁ;Municipio;4,6788971;-75,78297932;; 23.665 
76;VALLE DEL CAUCA;76036;ANDALUCÍA;Municipio;4,153314228;-76,16063341;; 17.685 
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;Municipio;4,795927292;-76,02963049;; 19.055 
76;VALLE DEL CAUCA;76054;ARGELIA;Municipio;4,704287864;-76,14164999;; 6.320 
76;VALLE DEL CAUCA;76100;BOLÍVAR;Municipio;4,393118861;-76,34982039;; 12.634 
76;VALLE DEL CAUCA;76109;BUENAVENTURA;Municipio;3,493340766;-77,11872832;; 440.995 
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;Municipio;3,819854318;-75,98312419;; 114.053 
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;Municipio;4,196852991;-76,0896103;; 20.910 
76;VALLE DEL CAUCA;76122;CAICEDONIA;Municipio;4,308997973;-75,83672567;; 29.325 
76;VALLE DEL CAUCA;76126;CALIMA;Municipio;3,923271619;-76,64260484;; 15.898 
76;VALLE DEL CAUCA;76130;CANDELARIA;Municipio;3,382091564;-76,38317663;; 87.811 
76;VALLE DEL CAUCA;76147;CARTAGO;Municipio;4,70684716;-75,91790846;; 135.621 
76;VALLE DEL CAUCA;76233;DAGUA;Municipio;3,649822218;-76,72039347;; 37.006 
76;VALLE DEL CAUCA;76243;EL ÁGUILA;Municipio;4,917562873;-76,06601001;; 11.311 
76;VALLE DEL CAUCA;76246;EL CAIRO;Municipio;4,756063701;-76,21502826;; 10.336 
76;VALLE DEL CAUCA;76248;EL CERRITO;Municipio;3,656072873;-76,30841784;; 58.829 
76;VALLE DEL CAUCA;76250;EL DOVIO;Municipio;4,539979729;-76,28762701;; 8.052 
76;VALLE DEL CAUCA;76275;FLORIDA;Municipio;3,304104295;-76,16477307;; 59.207 
76;VALLE DEL CAUCA;76306;GINEBRA;Municipio;3,74410441;-76,19082004;; 22.007 
76;VALLE DEL CAUCA;76318;GUACARÍ;Municipio;3,759414991;-76,34518277;; 35.936 
76;VALLE DEL CAUCA;76364;JAMUNDÍ;Municipio;3,213892389;-76,62760418;SUR DEL VALLE; 132.540 
76;VALLE DEL CAUCA;76377;LA CUMBRE;Municipio;3,694303106;-76,58989905;; 11.781 
76;VALLE DEL CAUCA;76400;LA UNIÓN;Municipio;4,537937391;-76,10328983;; 41.013 
76;VALLE DEL CAUCA;76403;LA VICTORIA;Municipio;4,483511142;-75,96677303;; 12.814 
76;VALLE DEL CAUCA;76497;OBANDO;Municipio;4,597588666;-75,9491997;; 15.406 
76;VALLE DEL CAUCA;76520;PALMIRA;Municipio;3,558392876;-76,22779972;; 314.418 
76;VALLE DEL CAUCA;76563;PRADERA;Municipio;3,42063665;-76,17841841;; 58.717 
76;VALLE DEL CAUCA;76606;RESTREPO;Municipio;3,806494973;-76,53489853;; 16.459 
76;VALLE DEL CAUCA;76616;RIOFRÍO;Municipio;4,109500298;-76,37105443;; 13.569 
76;VALLE DEL CAUCA;76622;ROLDANILLO;Municipio;4,443571848;-76,16824249;; 31.845 
76;VALLE DEL CAUCA;76670;SAN PEDRO;Municipio;3,98143244;-76,20836168;; 19.387 
76;VALLE DEL CAUCA;76736;SEVILLA;Municipio;4,193411919;-75,88818163;; 43.738 
76;VALLE DEL CAUCA;76823;TORO;Municipio;4,638421279;-76,08106176;; 16.744 
76;VALLE DEL CAUCA;76828;TRUJILLO;Municipio;4,233268116;-76,34292699;; 17.798 
76;VALLE DEL CAUCA;76834;TULUÁ;Municipio;4,02840797;-76,03250379;; 224.257 
76;VALLE DEL CAUCA;76845;ULLOA;Municipio;4,707718947;-75,77835903;; 5.261 
76;VALLE DEL CAUCA;76863;VERSALLES;Municipio;4,644242641;-76,25924483;; 6.726 
76;VALLE DEL CAUCA;76869;VIJES;Municipio;3,74365889;-76,47064718;; 11.673 
76;VALLE DEL CAUCA;76890;YOTOCO;Municipio;3,904130354;-76,39080435;; 16.633 
76;VALLE DEL CAUCA;76892;YUMBO;Municipio;3,595913669;-76,5109879;; 131.593 
76;VALLE DEL CAUCA;76895;ZARZAL;Municipio;4,35359875;-76,05065336;; 47.522 
81;ARAUCA;81001;ARAUCA;Municipio;6,796280825;-70,50921153;; 94.377 
81;ARAUCA;81065;ARAUQUITA;Municipio;6,799338394;-71,29827429;PIEDEMONTE ARAUCANO; 43.339 
81;ARAUCA;81220;CRAVO NORTE;Municipio;6,39654349;-70,07381197;; 3.150 
81;ARAUCA;81300;FORTUL;Municipio;6,750907234;-71,79124241;PIEDEMONTE ARAUCANO; 27.136 
81;ARAUCA;81591;PUERTO RONDÓN;Municipio;6,411761829;-70,96678964;; 3.816 
81;ARAUCA;81736;SARAVENA;Municipio;6,906941714;-71,85070757;PIEDEMONTE ARAUCANO; 48.968 
81;ARAUCA;81794;TAME;Municipio;6,390650479;-71,79178647;PIEDEMONTE ARAUCANO; 55.028 
85;CASANARE;85001;YOPAL;Municipio;5,242744761;-72,25802857;; 155.882 
85;CASANARE;85010;AGUAZUL;Municipio;5,126121886;-72,54821017;; 44.381 
85;CASANARE;85015;CHÁMEZA;Municipio;5,228453404;-72,86496804;; 2.686 
85;CASANARE;85125;HATO COROZAL;Municipio;6,03948032;-71,52445752;; 13.225 
85;CASANARE;85136;LA SALINA;Municipio;6,178282373;-72,34693377;; 1.497 
85;CASANARE;85139;MANÍ;Municipio;4,675769488;-72,21280273;; 11.108 
85;CASANARE;85162;MONTERREY;Municipio;4,841308642;-72,8473434;; 15.761 
85;CASANARE;85225;NUNCHÍA;Municipio;5,529181235;-72,09251937;; 9.000 
85;CASANARE;85230;OROCUÉ;Municipio;4,915139133;-71,59873966;; 8.489 
85;CASANARE;85250;PAZ DE ARIPORO;Municipio;5,779915281;-70,86947037;; 26.117 
85;CASANARE;85263;PORE;Municipio;5,663194953;-71,92580806;; 7.912 
85;CASANARE;85279;RECETOR;Municipio;5,263068507;-72,77081831;; 4.839 
85;CASANARE;85300;SABANALARGA;Municipio;4,81119011;-72,99580655;; 2.759 
85;CASANARE;85315;SÁCAMA;Municipio;6,049906435;-72,21076163;; 2.132 
85;CASANARE;85325;SAN LUIS DE PALENQUE;Municipio;5,274955665;-71,81749276;; 8.003 
85;CASANARE;85400;TÁMARA;Municipio;5,878927424;-72,20067822;; 7.031 
85;CASANARE;85410;TAURAMENA;Municipio;4,697463691;-72,62922436;; 25.450 
85;CASANARE;85430;TRINIDAD;Municipio;5,354527091;-71,25479519;; 16.587 
85;CASANARE;85440;VILLANUEVA;Municipio;4,528307719;-72,82314281;; 24.963 
86;PUTUMAYO;86001;MOCOA;Municipio;1,26070915;-76,66584349;; 46.616 
86;PUTUMAYO;86219;COLÓN;Municipio;1,204815876;-76,97376805;; 5.763 
86;PUTUMAYO;86320;ORITO;Municipio;0,673756323;-76,94313923;BAJO PUTUMAYO; 59.283 
86;PUTUMAYO;86568;PUERTO ASÍS;Municipio;0,433884539;-76,52158203;BAJO PUTUMAYO; 63.953 
86;PUTUMAYO;86569;PUERTO CAICEDO;Municipio;0,70416861;-76,49864415;BAJO PUTUMAYO; 14.842 
86;PUTUMAYO;86571;PUERTO GUZMÁN;Municipio;0,746432215;-75,88022979;; 24.551 
86;PUTUMAYO;86573;PUERTO LEGUÍZAMO;Municipio;0,05947197;-75,06479327;; 15.367 
86;PUTUMAYO;86749;SIBUNDOY;Municipio;1,228746922;-76,91307585;; 14.570 
